ticker,date,label,phrase,cik,name
SAVA,2020-05-15,neg,did not meet its primary endpoint,0001069530,CASSAVA SCIENCES INC
JAGX,2020-05-22,pos,met its primary endpoint,0001585608,"Jaguar Health, Inc."
DRRX,2020-05-26,pos,positive topline results,0001082038,DURECT CORP
ACET,2020-05-28,neg,did not meet its primary endpoint,0001720580,"resTORbio, Inc."
NERV,2020-05-29,neg,did not meet its primary endpoint,0001598646,"Minerva Neurosciences, Inc."
PLX,2020-06-01,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
ITRM,2020-06-03,neg,did not meet its primary endpoint,0001659323,Iterum Therapeutics plc
DARE,2020-06-08,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
VRCA,2020-06-10,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
KPTI,2020-06-22,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
VCEL,2020-06-30,pos,met its primary endpoint,0000887359,Vericel Corp
KALV,2020-07-01,neg,did not meet its primary endpoint,0001348911,"KalVista Pharmaceuticals, Inc."
ACAD,2020-07-20,pos,met its primary endpoint,0001070494,ACADIA PHARMACEUTICALS INC
AMGN,2020-07-28,pos,met its primary endpoint,0000318154,AMGEN INC
UTHR,2020-07-29,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
LLY,2020-07-30,pos,met its primary endpoint,0000059478,ELI LILLY & Co
GILD,2020-07-30,pos,positive topline results,0000882095,GILEAD SCIENCES INC
ABBV,2020-07-31,pos,met its primary endpoint,0001551152,AbbVie Inc.
DRRX,2020-08-03,pos,positive topline results,0001082038,DURECT CORP
IMUX,2020-08-03,pos,met its primary endpoint,0001280776,"IMMUNIC, INC."
INCY,2020-08-04,pos,met its primary endpoint,0000879169,INCYTE CORP
KPTI,2020-08-04,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
EXEL,2020-08-06,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
MCRB,2020-08-10,pos,positive topline results,0001609809,"Seres Therapeutics, Inc."
TGTX,2020-08-10,pos,positive topline results,0001001316,"TG THERAPEUTICS, INC."
PLX,2020-08-10,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
OVID,2020-08-10,pos,positive topline results,0001636651,Ovid Therapeutics Inc.
PGEN,2020-08-10,pos,positive topline results,0001356090,"PRECIGEN, INC."
MBRX,2020-08-12,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
UTHR,2020-08-17,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
TRAW,2020-08-24,neg,did not meet its primary endpoint,0001130598,"Onconova Therapeutics, Inc."
OVID,2020-08-25,pos,positive topline results,0001636651,Ovid Therapeutics Inc.
IMVT,2020-08-25,pos,positive topline results,0001764013,"Immunovant, Inc."
ACST,2020-08-31,neg,did not meet its primary endpoint,0001444192,Acasti Pharma Inc.
SPRO,2020-09-08,pos,positive topline results,0001701108,"Spero Therapeutics, Inc."
CRBP,2020-09-08,neg,did not meet its primary endpoint,0001595097,"Corbus Pharmaceuticals Holdings, Inc."
DARE,2020-09-09,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
ITCI,2020-09-09,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
IMUX,2020-09-11,pos,met its primary endpoint,0001280776,"IMMUNIC, INC."
ETNB,2020-09-14,pos,positive topline results,0001785173,"89bio, Inc."
SPRO,2020-09-16,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
AGIO,2020-09-21,pos,met its primary endpoint,0001439222,"AGIOS PHARMACEUTICALS, INC."
SMMT,2020-09-29,pos,met its primary endpoint,0001599298,Summit Therapeutics Inc.
ARQT,2020-09-29,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
OVID,2020-09-30,pos,positive topline results,0001636651,Ovid Therapeutics Inc.
DARE,2020-10-06,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
RVNC,2020-10-14,pos,positive topline results,0001479290,"Revance Therapeutics, Inc."
TENX,2020-10-15,pos,positive topline results,0000034956,"TENAX THERAPEUTICS, INC."
ACHV,2020-10-22,pos,met its primary endpoint,0000949858,"ACHIEVE LIFE SCIENCES, INC."
CRNX,2020-10-26,pos,positive topline results,0001658247,"Crinetics Pharmaceuticals, Inc."
PFE,2020-10-27,pos,met its primary endpoint,0000078003,PFIZER INC
AMGN,2020-10-28,pos,positive topline results,0000318154,AMGEN INC
UTHR,2020-10-28,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
DRRX,2020-11-02,pos,positive topline results,0001082038,DURECT CORP
KPTI,2020-11-02,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
CYTK,2020-11-04,pos,positive topline results,0001061983,CYTOKINETICS INC
EXEL,2020-11-05,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
SPRO,2020-11-05,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
CRNX,2020-11-06,pos,positive topline results,0001658247,"Crinetics Pharmaceuticals, Inc."
TGTX,2020-11-09,pos,met its primary endpoint,0001001316,"TG THERAPEUTICS, INC."
RVNC,2020-11-09,pos,positive topline results,0001479290,"Revance Therapeutics, Inc."
ITCI,2020-11-09,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
ZNTL,2020-11-09,pos,positive topline results,0001725160,"Zentalis Pharmaceuticals, Inc."
VRCA,2020-11-10,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
BTAI,2020-11-12,pos,positive topline results,0001720893,"BioXcel Therapeutics, Inc."
OVID,2020-11-12,pos,met its primary endpoint,0001636651,Ovid Therapeutics Inc.
IMVT,2020-11-12,pos,positive topline results,0001764013,"Immunovant, Inc."
DARE,2020-11-18,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
OVID,2020-12-01,neg,did not meet its primary endpoint,0001636651,Ovid Therapeutics Inc.
AGIO,2020-12-01,pos,met its primary endpoint,0001439222,"AGIOS PHARMACEUTICALS, INC."
SPRO,2020-12-03,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
NMTRQ,2020-12-07,pos,positive topline results,0001551986,"9 METERS BIOPHARMA, INC."
TNXP,2020-12-07,pos,positive topline results,0001430306,Tonix Pharmaceuticals Holding Corp.
DARE,2020-12-07,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
DARE,2020-12-09,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
TGTX,2020-12-10,pos,positive topline results,0001001316,"TG THERAPEUTICS, INC."
AGIO,2020-12-21,pos,positive topline results,0001439222,"AGIOS PHARMACEUTICALS, INC."
SUPN,2020-12-23,pos,positive topline results,0001356576,"SUPERNUS PHARMACEUTICALS, INC."
MIGI,2020-12-31,pos,met its primary endpoint,0001218683,"Wize Pharma, Inc."
ATYR,2021-01-04,pos,positive topline results,0001339970,aTYR PHARMA INC
MIGI,2021-01-05,pos,met its primary endpoint,0001218683,"Wize Pharma, Inc."
ATYR,2021-01-11,pos,positive topline results,0001339970,aTYR PHARMA INC
DARE,2021-01-11,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
LPCN,2021-01-12,pos,positive topline results,0001535955,Lipocine Inc.
BCRX,2021-01-22,pos,met its primary endpoint,0000882796,BIOCRYST PHARMACEUTICALS INC
AGIO,2021-01-26,pos,met its primary endpoint,0001439222,"AGIOS PHARMACEUTICALS, INC."
ARQT,2021-02-01,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
RYTM,2021-02-03,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
MIGI,2021-02-04,pos,met its primary endpoint,0001218683,"Wize Pharma, Inc."
EXEL,2021-02-10,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
KPTI,2021-02-11,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
ALNY,2021-02-11,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
MIGI,2021-02-16,pos,met its primary endpoint,0001218683,"Wize Pharma, Inc."
DARE,2021-02-16,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
PLX,2021-02-23,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
UTHR,2021-02-24,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
ITCI,2021-02-25,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
BCRX,2021-02-25,pos,met its primary endpoint,0000882796,BIOCRYST PHARMACEUTICALS INC
LPCN,2021-03-01,pos,positive topline results,0001535955,Lipocine Inc.
ZLAB,2021-03-01,pos,positive topline results,0001704292,Zai Lab Ltd
RYTM,2021-03-01,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
TGTX,2021-03-02,pos,met its primary endpoint,0001001316,"TG THERAPEUTICS, INC."
DRRX,2021-03-04,pos,positive topline results,0001082038,DURECT CORP
VRCA,2021-03-04,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
DRRX,2021-03-08,pos,positive topline results,0001082038,DURECT CORP
DARE,2021-03-08,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
IBRX,2021-03-10,pos,met its primary endpoint,0001326110,"ImmunityBio, Inc."
SPRO,2021-03-11,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
LPCN,2021-03-11,pos,positive topline results,0001535955,Lipocine Inc.
KALV,2021-03-11,pos,met its primary endpoint,0001348911,"KalVista Pharmaceuticals, Inc."
TNXP,2021-03-15,pos,positive topline results,0001430306,Tonix Pharmaceuticals Holding Corp.
OCUP,2021-03-15,pos,met its primary endpoint,0001228627,"Ocuphire Pharma, Inc."
SVRA,2021-03-16,neg,did not meet its primary endpoint,0001160308,Savara Inc
LPCN,2021-03-30,pos,positive topline results,0001535955,Lipocine Inc.
CRNX,2021-03-30,pos,positive topline results,0001658247,"Crinetics Pharmaceuticals, Inc."
PLX,2021-03-30,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
UTHR,2021-04-01,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
ACAD,2021-04-05,pos,met its primary endpoint,0001070494,ACADIA PHARMACEUTICALS INC
DARE,2021-04-08,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
RIGL,2021-04-13,pos,positive topline results,0001034842,RIGEL PHARMACEUTICALS INC
BCRX,2021-04-14,pos,met its primary endpoint,0000882796,BIOCRYST PHARMACEUTICALS INC
BIIB,2021-04-22,pos,met its primary endpoint,0000875045,BIOGEN INC.
BIVI,2021-04-27,pos,met its primary endpoint,0001580149,BIOVIE INC.
BHC,2021-04-27,pos,met its primary endpoint,0000885590,Bausch Health Companies Inc.
LLY,2021-04-27,pos,met its primary endpoint,0000059478,ELI LILLY & Co
MRK,2021-04-29,pos,met its primary endpoint,0000310158,"Merck & Co., Inc."
DNLI,2021-05-03,neg,did not meet its primary endpoint,0001714899,Denali Therapeutics Inc.
DRRX,2021-05-04,pos,positive topline results,0001082038,DURECT CORP
ARQT,2021-05-04,neg,did not meet its primary endpoint,0001787306,"Arcutis Biotherapeutics, Inc."
BHC,2021-05-04,pos,met its primary endpoint,0000885590,Bausch Health Companies Inc.
RZLT,2021-05-04,pos,positive topline results,0001509261,"Rezolute, Inc."
FATE,2021-05-05,neg,did not meet its primary endpoint,0001434316,FATE THERAPEUTICS INC
NBIX,2021-05-05,neg,did not meet its primary endpoint,0000914475,NEUROCRINE BIOSCIENCES INC
RIGL,2021-05-05,pos,positive topline results,0001034842,RIGEL PHARMACEUTICALS INC
AMPE,2021-05-05,pos,met its primary endpoint,0001411906,"Ampio Pharmaceuticals, Inc."
UTHR,2021-05-05,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
BLUE,2021-05-05,pos,met its primary endpoint,0001293971,"bluebird bio, Inc."
LPCN,2021-05-06,pos,positive topline results,0001535955,Lipocine Inc.
APRE,2021-05-06,neg,failed to meet the primary endpoint,0001781983,"Aprea Therapeutics, Inc."
REGN,2021-05-06,pos,met its primary endpoint,0000872589,"REGENERON PHARMACEUTICALS, INC."
EXEL,2021-05-06,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
BIVI,2021-05-10,pos,met its primary endpoint,0001580149,BIOVIE INC.
BTAI,2021-05-10,pos,positive topline results,0001720893,"BioXcel Therapeutics, Inc."
PLX,2021-05-14,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
OTLK,2021-05-14,pos,positive topline results,0001649989,"Outlook Therapeutics, Inc."
DARE,2021-05-17,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
EYEN,2021-05-25,pos,positive topline results,0001682639,"EYENOVIA, INC."
APVO,2021-05-26,pos,met its primary endpoint,0001671584,Aptevo Therapeutics Inc.
EQ,2021-06-11,pos,positive topline results,0001746466,"Equillium, Inc."
AGIO,2021-06-11,pos,met its primary endpoint,0001439222,"AGIOS PHARMACEUTICALS, INC."
LPCN,2021-06-14,pos,positive topline results,0001535955,Lipocine Inc.
RAPT,2021-06-14,pos,positive topline results,0001673772,"RAPT Therapeutics, Inc."
SAGE,2021-06-15,pos,met its primary endpoint,0001597553,"Sage Therapeutics, Inc."
AXSM,2021-06-15,pos,met its primary endpoint,0001579428,"Axsome Therapeutics, Inc."
CRBP,2021-06-24,neg,did not meet its primary endpoint,0001595097,"Corbus Pharmaceuticals Holdings, Inc."
DARE,2021-06-30,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
MBRX,2021-07-13,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
CYTK,2021-07-19,pos,positive topline results,0001061983,CYTOKINETICS INC
MCRB,2021-07-22,neg,did not meet its primary endpoint,0001609809,"Seres Therapeutics, Inc."
PFE,2021-07-28,pos,met its primary endpoint,0000078003,PFIZER INC
DRRX,2021-07-29,pos,positive topline results,0001082038,DURECT CORP
AGIO,2021-07-29,pos,met its primary endpoint,0001439222,"AGIOS PHARMACEUTICALS, INC."
CYTK,2021-08-02,pos,positive topline results,0001061983,CYTOKINETICS INC
ALNY,2021-08-03,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
LLY,2021-08-03,pos,met its primary endpoint,0000059478,ELI LILLY & Co
MCRB,2021-08-03,neg,did not meet its primary endpoint,0001609809,"Seres Therapeutics, Inc."
INCY,2021-08-03,pos,positive topline results,0000879169,INCYTE CORP
RIGL,2021-08-03,pos,positive topline results,0001034842,RIGEL PHARMACEUTICALS INC
SAGE,2021-08-03,pos,met its primary endpoint,0001597553,"Sage Therapeutics, Inc."
UTHR,2021-08-04,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
VRNA,2021-08-05,pos,met its primary endpoint,0001657312,Verona Pharma plc
ARQT,2021-08-05,neg,did not meet its primary endpoint,0001787306,"Arcutis Biotherapeutics, Inc."
CYTK,2021-08-05,pos,positive topline results,0001061983,CYTOKINETICS INC
DARE,2021-08-09,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
ATHXQ,2021-08-09,pos,positive topline results,0001368148,"ATHERSYS, INC / NEW"
EQ,2021-08-10,pos,positive topline results,0001746466,"Equillium, Inc."
CWBR,2021-08-10,pos,positive topline results,0001522602,"CohBar, Inc."
RAPT,2021-08-11,pos,positive topline results,0001673772,"RAPT Therapeutics, Inc."
OCUP,2021-08-12,pos,met its primary endpoint,0001228627,"Ocuphire Pharma, Inc."
RIGL,2021-08-13,pos,met its primary endpoint,0001034842,RIGEL PHARMACEUTICALS INC
ENTO,2021-08-18,pos,positive topline results,0001604191,"AzurRx BioPharma, Inc."
CYTK,2021-08-19,pos,positive topline results,0001061983,CYTOKINETICS INC
TBPH,2021-08-23,neg,did not meet its primary endpoint,0001583107,"Theravance Biopharma, Inc."
LPCN,2021-08-25,pos,positive topline results,0001535955,Lipocine Inc.
AADI,2021-08-27,pos,met its primary endpoint,0001422142,"Aadi Bioscience, Inc."
CYTK,2021-09-01,pos,positive topline results,0001061983,CYTOKINETICS INC
SUPN,2021-09-03,pos,positive topline results,0001356576,"SUPERNUS PHARMACEUTICALS, INC."
DARE,2021-09-09,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
CNTA,2021-09-09,pos,positive topline results,0001847903,Centessa Pharmaceuticals plc
ATYR,2021-09-13,pos,met its primary endpoint,0001339970,aTYR PHARMA INC
TBPH,2021-09-15,neg,did not meet its primary endpoint,0001583107,"Theravance Biopharma, Inc."
DARE,2021-09-30,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
CYTK,2021-10-01,pos,positive topline results,0001061983,CYTOKINETICS INC
XENE,2021-10-04,pos,positive topline results,0001582313,Xenon Pharmaceuticals Inc.
FRTX,2021-10-07,pos,positive topline results,0000819050,"Brickell Biotech, Inc."
GRTX,2021-10-19,neg,did not meet its primary endpoint,0001563577,"Galera Therapeutics, Inc."
ZLAB,2021-10-19,pos,positive topline results,0001704292,Zai Lab Ltd
BIIB,2021-10-20,pos,met its primary endpoint,0000875045,BIOGEN INC.
ZLAB,2021-10-20,pos,positive topline results,0001704292,Zai Lab Ltd
ALNY,2021-10-28,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
MRK,2021-10-28,pos,positive topline results,0000310158,"Merck & Co., Inc."
SPRO,2021-10-28,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
EWTX,2021-10-28,pos,positive topline results,0001710072,"Edgewise Therapeutics, Inc."
PFE,2021-11-02,pos,positive topline results,0000078003,PFIZER INC
MGNX,2021-11-02,pos,met its primary endpoint,0001125345,MACROGENICS INC
PRAX,2021-11-03,pos,positive topline results,0001689548,"Praxis Precision Medicines, Inc."
CMRX,2021-11-04,pos,positive topline results,0001117480,CHIMERIX INC
REGN,2021-11-04,pos,met its primary endpoint,0000872589,"REGENERON PHARMACEUTICALS, INC."
PHAT,2021-11-08,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
FGEN,2021-11-09,pos,positive topline results,0000921299,FIBROGEN INC
ZLAB,2021-11-09,pos,positive topline results,0001704292,Zai Lab Ltd
RVNC,2021-11-09,pos,positive topline results,0001479290,"Revance Therapeutics, Inc."
FRTX,2021-11-09,pos,positive topline results,0000819050,"Brickell Biotech, Inc."
GRTX,2021-11-10,neg,did not meet its primary endpoint,0001563577,"Galera Therapeutics, Inc."
LPCN,2021-11-10,pos,met its primary endpoint,0001535955,Lipocine Inc.
MCRB,2021-11-10,neg,did not meet its primary endpoint,0001609809,"Seres Therapeutics, Inc."
XENE,2021-11-10,pos,positive topline results,0001582313,Xenon Pharmaceuticals Inc.
FNCH,2021-11-10,pos,positive topline results,0001733257,"Finch Therapeutics Group, Inc."
SPRO,2021-11-10,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
EWTX,2021-11-10,pos,positive topline results,0001710072,"Edgewise Therapeutics, Inc."
EQ,2021-11-10,pos,positive topline results,0001746466,"Equillium, Inc."
ATHXQ,2021-11-15,pos,positive topline results,0001368148,"ATHERSYS, INC / NEW"
CNTA,2021-11-15,pos,positive topline results,0001847903,Centessa Pharmaceuticals plc
ATAI,2021-11-15,pos,positive topline results,0001840904,ATAI Life Sciences N.V.
ELOX,2021-11-17,pos,positive topline results,0001035354,"Eloxx Pharmaceuticals, Inc."
BBIO,2021-11-18,pos,positive topline results,0001743881,"BridgeBio Pharma, Inc."
OTLC,2021-11-24,pos,positive topline results,0000908259,"Oncotelic Therapeutics, Inc."
IONS,2021-11-24,pos,met its primary endpoint,0000874015,IONIS PHARMACEUTICALS INC
KRYS,2021-11-29,pos,positive topline results,0001711279,"Krystal Biotech, Inc."
TGTX,2021-11-30,pos,met its primary endpoint,0001001316,"TG THERAPEUTICS, INC."
ZLAB,2021-12-03,pos,positive topline results,0001704292,Zai Lab Ltd
DARE,2021-12-08,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
AUPH,2021-12-09,pos,positive topline results,0001600620,Aurinia Pharmaceuticals Inc.
SRNE,2021-12-13,pos,positive topline results,0000850261,"Sorrento Therapeutics, Inc."
CDTX,2021-12-14,pos,positive topline results,0001610618,"Cidara Therapeutics, Inc."
TVTX,2021-12-15,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
TBPH,2021-12-22,neg,did not meet its primary endpoint,0001583107,"Theravance Biopharma, Inc."
PLX,2021-12-22,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
BBIO,2021-12-27,neg,did not meet its primary endpoint,0001743881,"BridgeBio Pharma, Inc."
SPRO,2022-01-04,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
EWTX,2022-01-05,pos,positive topline results,0001710072,"Edgewise Therapeutics, Inc."
ZLAB,2022-01-06,pos,met its primary endpoint,0001704292,Zai Lab Ltd
AUPH,2022-01-07,pos,positive topline results,0001600620,Aurinia Pharmaceuticals Inc.
FNCH,2022-01-10,pos,positive topline results,0001733257,"Finch Therapeutics Group, Inc."
RIGL,2022-01-10,pos,positive topline results,0001034842,RIGEL PHARMACEUTICALS INC
DARE,2022-01-10,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
TVTX,2022-01-10,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
MBRX,2022-01-18,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
ETNB,2022-01-24,pos,positive topline results,0001785173,"89bio, Inc."
SPRO,2022-01-25,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
CKPT,2022-01-25,pos,positive topline results,0001651407,"Checkpoint Therapeutics, Inc."
VRTX,2022-01-26,pos,met its primary endpoint,0000875320,VERTEX PHARMACEUTICALS INC / MA
GLTO,2022-01-27,pos,met its primary endpoint,0001800315,"Galecto, Inc."
LPCN,2022-01-27,pos,met its primary endpoint,0001535955,Lipocine Inc.
OCUP,2022-01-31,pos,met its primary endpoint,0001228627,"Ocuphire Pharma, Inc."
IONS,2022-01-31,pos,met its primary endpoint,0000874015,IONIS PHARMACEUTICALS INC
CYTK,2022-02-01,pos,positive topline results,0001061983,CYTOKINETICS INC
MRK,2022-02-03,pos,positive topline results,0000310158,"Merck & Co., Inc."
KPTI,2022-02-08,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
PFE,2022-02-08,pos,positive topline results,0000078003,PFIZER INC
PHAT,2022-02-09,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
BMRA,2022-02-10,pos,positive topline results,0000073290,BIOMERICA INC
ALNY,2022-02-10,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
DARE,2022-02-14,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
RPRX,2022-02-15,pos,positive topline results,0001802768,Royalty Pharma plc
ALKS,2022-02-16,pos,positive topline results,0001520262,Alkermes plc.
SPRO,2022-02-16,pos,positive topline results,0001701108,"Spero Therapeutics, Inc."
RZLT,2022-02-22,pos,positive topline results,0001509261,"Rezolute, Inc."
EWTX,2022-02-24,pos,positive topline results,0001710072,"Edgewise Therapeutics, Inc."
BBIO,2022-02-24,neg,did not meet its primary endpoint,0001743881,"BridgeBio Pharma, Inc."
CYTK,2022-02-24,pos,positive topline results,0001061983,CYTOKINETICS INC
TVTX,2022-02-24,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
SAGE,2022-02-24,pos,met its primary endpoint,0001597553,"Sage Therapeutics, Inc."
AQST,2022-02-25,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
OCUL,2022-02-28,pos,positive topline results,0001393434,"OCULAR THERAPEUTIX, INC"
RVNC,2022-02-28,pos,positive topline results,0001479290,"Revance Therapeutics, Inc."
AVIR,2022-02-28,neg,did not meet its primary endpoint,0001593899,"Atea Pharmaceuticals, Inc."
PHAT,2022-03-01,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
RIGL,2022-03-01,pos,positive topline results,0001034842,RIGEL PHARMACEUTICALS INC
ZLAB,2022-03-01,pos,positive topline results,0001704292,Zai Lab Ltd
MCRB,2022-03-01,neg,did not meet its primary endpoint,0001609809,"Seres Therapeutics, Inc."
LIANY,2022-03-02,pos,positive topline results,0001831283,LianBio
CDTX,2022-03-07,pos,positive topline results,0001610618,"Cidara Therapeutics, Inc."
DARE,2022-03-07,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
GILD,2022-03-07,pos,met its primary endpoint,0000882095,"GILEAD SCIENCES, INC."
SYRE,2022-03-08,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
ADAP,2022-03-14,pos,met its primary endpoint,0001621227,Adaptimmune Therapeutics PLC
ATHXQ,2022-03-15,pos,positive topline results,0001368148,"ATHERSYS, INC / NEW"
APRE,2022-03-15,neg,failed to meet the primary endpoint,0001781983,"Aprea Therapeutics, Inc."
GRI,2022-03-21,neg,did not meet its primary endpoint,0001824293,"Vallon Pharmaceuticals, Inc."
ETNB,2022-03-24,pos,positive topline results,0001785173,"89bio, Inc."
CKPT,2022-03-28,pos,positive topline results,0001651407,"Checkpoint Therapeutics, Inc."
OCUP,2022-03-29,pos,positive topline results,0001228627,"Ocuphire Pharma, Inc."
ATAI,2022-03-30,pos,met its primary endpoint,0001840904,ATAI Life Sciences N.V.
LIANY,2022-03-30,pos,positive topline results,0001831283,LianBio
FNCH,2022-03-31,pos,positive topline results,0001733257,"Finch Therapeutics Group, Inc."
TBPH,2022-04-04,neg,did not meet its primary endpoint,0001583107,"Theravance Biopharma, Inc."
PLX,2022-04-04,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
SYRE,2022-04-12,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
TGTX,2022-04-18,pos,met its primary endpoint,0001001316,"TG THERAPEUTICS, INC."
ARCT,2022-04-20,pos,met its primary endpoint,0001768224,Arcturus Therapeutics Holdings Inc.
ARDX,2022-04-25,neg,did not meet its primary endpoint,0001437402,"ARDELYX, INC."
ACHV,2022-04-27,pos,positive topline results,0000949858,"ACHIEVE LIFE SCIENCES, INC."
GILD,2022-04-28,pos,met its primary endpoint,0000882095,"GILEAD SCIENCES, INC."
ABBV,2022-04-29,pos,met its primary endpoint,0001551152,AbbVie Inc.
PFE,2022-05-03,pos,positive topline results,0000078003,PFIZER INC
AQST,2022-05-04,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
RPRX,2022-05-05,pos,positive topline results,0001802768,Royalty Pharma plc
TVTX,2022-05-05,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
TBPH,2022-05-05,neg,did not meet its primary endpoint,0001583107,"Theravance Biopharma, Inc."
SYRE,2022-05-05,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
PRAX,2022-05-09,pos,positive topline results,0001689548,"Praxis Precision Medicines, Inc."
GRI,2022-05-09,neg,did not meet its primary endpoint,0001824293,"Vallon Pharmaceuticals, Inc."
KOD,2022-05-10,neg,did not meet its primary endpoint,0001468748,Kodiak Sciences Inc.
ZLAB,2022-05-10,pos,positive topline results,0001704292,Zai Lab Ltd
PHAT,2022-05-10,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
HALO,2022-05-10,pos,positive topline results,0001159036,"HALOZYME THERAPEUTICS, INC."
RZLT,2022-05-12,pos,positive topline results,0001509261,"Rezolute, Inc."
LPCN,2022-05-12,pos,positive topline results,0001535955,Lipocine Inc.
OPTN,2022-05-12,pos,positive topline results,0001494650,"OptiNose, Inc."
GRI,2022-05-12,neg,did not meet its primary endpoint,0001824293,"Vallon Pharmaceuticals, Inc."
CKPT,2022-05-12,pos,positive topline results,0001651407,"Checkpoint Therapeutics, Inc."
VERU,2022-05-12,pos,met its primary endpoint,0000863894,VERU INC.
GRTX,2022-05-16,pos,positive topline results,0001563577,"Galera Therapeutics, Inc."
